ids	clustering_labels	gold_labels	PC1	PC2
60	5	H	6.4204607009887695	2.397247314453125
61	3	G	3.2495005130767822	-1.9386330842971802
62	2	H	-5.174788951873779	-2.2508182525634766
63	1	H	0.5099065899848938	-5.613046646118164
64	2	G	-1.234625220298767	-1.2533491849899292
65	5	G	13.475719451904297	2.46455717086792
66	5	H	-9.139252662658691	0.7619571685791016
67	2	G	4.5140581130981445	-0.9930632710456848
68	1	H	-5.668462753295898	4.018143653869629
69	5	G	-4.194892406463623	-1.5453006029129028
70	1	H	-5.205298900604248	2.2595138549804688
71	3	H	-7.304701805114746	-2.20827317237854
72	2	B	-5.964080810546875	-1.8743515014648438
73	4	G	0.8406181931495667	4.870643615722656
74	4	G	-9.450611114501953	4.90530252456665
75	3	F	6.717838287353516	-1.297361135482788
76	4	B	0.824214518070221	-10.224754333496094
77	5	E	-0.30449914932250977	-7.445003032684326
78	4	G	3.007699966430664	-0.4730244278907776
79	1	A	0.9380768537521362	-2.7895233631134033
80	4	A	8.7462797164917	-2.948171615600586
81	2	A	4.166586399078369	-1.8889269828796387
82	1	H	7.392261981964111	5.931337356567383
83	3	D	1.5004184246063232	-0.8563829660415649
84	5	B	9.592926979064941	5.225390434265137
85	4	H	4.13348913192749	0.2703266739845276
86	2	C	8.039069175720215	6.8886003494262695
87	3	H	4.139418125152588	-3.2113194465637207
88	5	G	3.4384288787841797	3.9955525398254395
89	3	H	-0.8858604431152344	-1.8754730224609375
90	3	G	-5.600982666015625	3.593137502670288
91	4	G	-4.981400966644287	3.273690700531006
92	1	G	0.8921902179718018	-0.5011985898017883
93	1	G	2.531681537628174	-4.5464630126953125
94	4	G	-0.7042668461799622	2.0353312492370605
95	3	H	-9.458477020263672	3.3443942070007324
96	4	G	-2.782756805419922	0.3077150583267212
97	5	G	1.2027860879898071	1.0941169261932373
98	4	G	-6.9058356285095215	0.2621307969093323
99	1	G	-5.634099006652832	-1.9500253200531006
100	5	A	1.9796571731567383	-4.869167804718018
101	4	A	1.0189489126205444	-5.942551136016846
102	1	B	0.2898329198360443	-6.817427158355713
103	5	H	5.32525634765625	-0.1444484293460846
104	5	H	7.920928001403809	-1.0913307666778564
105	2	H	7.641911506652832	0.11830108612775803
106	4	G	1.7621406316757202	-2.154561758041382
107	4	H	-2.0208470821380615	-1.0985270738601685
108	2	H	-1.815133810043335	1.4594252109527588
109	5	H	6.021975994110107	-5.226228713989258
110	5	H	-1.4060935974121094	4.90469217300415
111	3	G	-1.1820439100265503	-1.0128129720687866
112	4	H	-0.8224895000457764	2.490783214569092
113	3	H	-5.737133502960205	0.9769045114517212
114	3	H	-4.14964485168457	-0.21132881939411163
115	3	H	-8.11668872833252	-1.346328616142273
116	5	H	-3.354860782623291	3.4813807010650635
117	1	H	-3.055621862411499	5.947712421417236
118	4	G	-5.557977199554443	1.7310643196105957
119	1	G	3.0010550022125244	-3.7257766723632812
120	2	G	0.555134654045105	1.5409482717514038
121	5	G	-6.598577976226807	-0.5061416625976562
122	2	G	-3.640845537185669	0.6806761622428894
123	3	F	1.9695210456848145	-4.190203666687012
124	4	F	6.264625549316406	-4.532559871673584
125	5	C	5.702883243560791	3.613872528076172
126	3	B	-0.678805410861969	-1.988831877708435
127	5	H	7.559849739074707	-3.0452778339385986
128	2	B	-2.6375951766967773	-2.8682122230529785
129	5	C	6.556396484375	9.166854858398438
130	1	G	6.823988437652588	6.909210205078125
131	1	H	3.682990074157715	-1.791461706161499
132	3	H	5.467857837677002	-1.2617712020874023
133	5	H	9.586524963378906	1.5859376192092896
134	1	F	8.699718475341797	-0.9281514286994934
135	1	G	-2.30637526512146	-3.314436912536621
136	2	G	9.857620239257812	3.230229139328003
137	5	G	5.122019290924072	0.17057926952838898
138	1	G	3.916078805923462	-0.573861837387085
139	1	G	2.6955060958862305	-1.365624189376831
140	2	H	-8.786696434020996	1.3614054918289185
141	1	G	5.716768741607666	1.4538167715072632
142	3	G	-8.232240676879883	-1.4702285528182983
143	1	G	-2.955522060394287	-1.274328351020813
144	3	E	3.0063769817352295	-7.7794508934021
145	1	F	-1.1499580144882202	-3.9949491024017334
146	3	B	2.3149373531341553	-7.051157474517822
147	1	A	3.325338125228882	-2.6183271408081055
148	5	A	10.990797996520996	-0.33536598086357117
149	2	B	4.964644432067871	1.8071131706237793
150	3	A	3.160539150238037	9.107071876525879
151	4	A	5.7368268966674805	11.424649238586426
152	3	G	-1.6213207244873047	-0.7604103684425354
153	2	H	12.616355895996094	-1.7597334384918213
154	2	G	-2.1514763832092285	0.6787664294242859
155	4	H	-6.444210052490234	2.1991803646087646
156	5	H	-4.724123001098633	1.0148099660873413
157	1	G	-0.1599021852016449	3.247709035873413
158	4	H	1.4388537406921387	-0.5459171533584595
159	2	A	-1.0789384841918945	-2.1288342475891113
160	1	F	3.445103406906128	-4.7663655281066895
161	2	B	-1.1632134914398193	-4.310976982116699
162	4	H	-4.6993088722229	3.922670364379883
163	2	G	-4.127485275268555	-4.0873308181762695
164	5	C	5.547821521759033	1.197430968284607
165	3	E	1.6280407905578613	-7.747719764709473
166	2	C	6.211012363433838	6.779812335968018
167	1	H	10.017621040344238	-3.2888379096984863
168	4	H	-0.548527717590332	-4.976743698120117
169	4	G	5.743627071380615	2.800567150115967
170	5	H	-7.670684814453125	-2.169393539428711
171	1	G	1.9410600662231445	-8.87155818939209
172	2	H	-4.050573348999023	3.533419132232666
173	3	G	1.0742288827896118	-5.4036736488342285
174	4	H	-10.19858455657959	2.022021532058716
175	4	H	-6.38325309753418	-1.4268256425857544
176	2	G	-7.127718925476074	1.2461456060409546
177	2	F	3.65675687789917	-2.1269662380218506
178	3	A	1.1090340614318848	-7.538794040679932
179	5	B	1.2426267862319946	-11.09586238861084
180	2	A	4.014615058898926	2.976862907409668
181	5	G	8.81308364868164	-0.13266107439994812
182	2	A	5.882166862487793	1.1601868867874146
183	1	H	6.301189422607422	2.7780706882476807
184	3	H	5.763704299926758	-1.4154170751571655
185	3	C	9.477453231811523	3.6352052688598633
186	4	G	-0.1019359901547432	-5.766698360443115
187	1	H	1.0721486806869507	-2.6718318462371826
188	3	H	13.073047637939453	2.8252644538879395
189	3	H	1.3375118970870972	-0.9048183560371399
190	4	G	0.24675339460372925	-0.6650106906890869
191	3	H	-4.750628471374512	0.34424322843551636
192	4	H	-7.80084228515625	0.42936304211616516
193	1	G	11.823429107666016	4.633939266204834
194	1	G	1.835898756980896	6.2746381759643555
195	2	G	-5.2253947257995605	-0.6068138480186462
196	4	H	-4.838228225708008	5.0508952140808105
197	1	H	-9.356999397277832	0.8745091557502747
198	1	H	-6.333430290222168	0.46436429023742676
199	3	H	-7.264232635498047	3.938281774520874
200	2	A	2.286569833755493	-8.419851303100586
201	4	G	5.423850059509277	1.6042557954788208
202	5	B	3.143556594848633	-6.666665077209473
203	1	A	-0.06869816780090332	-3.1312060356140137
204	1	A	17.145248413085938	11.008465766906738
205	2	H	1.36605703830719	-7.180349349975586
206	2	B	1.1902575492858887	-8.703963279724121
207	1	B	1.1670318841934204	-9.936405181884766
208	2	A	2.67683482170105	-0.6857235431671143
209	5	H	1.8766489028930664	-9.424226760864258
210	1	H	3.305755376815796	-7.648434162139893
211	2	A	5.6232194900512695	-4.126054763793945
212	2	A	2.1129214763641357	-2.4034311771392822
213	3	H	4.0737433433532715	-1.895059585571289
214	2	H	-3.083160161972046	-1.2977784872055054
215	1	H	-3.3596062660217285	2.7780745029449463
216	2	H	-6.387118339538574	1.184091329574585
217	1	H	-3.5411596298217773	0.4883701503276825
218	4	G	-7.126926898956299	1.1846448183059692
219	4	H	-5.6673455238342285	0.09913577139377594
220	4	H	-2.9075422286987305	4.062224388122559
221	3	G	-7.635366916656494	5.1697540283203125
222	2	F	3.0441033840179443	-4.006596088409424
223	3	D	5.006559371948242	-3.842118740081787
224	5	F	3.973722219467163	-6.005818843841553
225	5	F	1.7172503471374512	-3.681104898452759
226	1	A	5.1997761726379395	0.890368640422821
227	5	A	11.370100021362305	9.166894912719727
228	4	B	6.158613204956055	-3.404000759124756
229	3	C	7.26762056350708	3.7082266807556152
230	1	B	-6.202147960662842	1.6462879180908203
231	1	H	-5.302245616912842	1.2783684730529785
232	2	H	-5.442176818847656	2.852320432662964
233	4	H	-3.5039494037628174	2.3592782020568848
234	4	H	-5.730984687805176	2.560229778289795
235	2	A	1.3930827379226685	3.716182231903076
236	2	G	-3.59930157661438	1.8004803657531738
237	3	G	-7.547512054443359	2.1614787578582764
238	3	G	-5.428488254547119	2.057185411453247
239	2	H	-0.2818387448787689	-1.7711951732635498
240	3	G	1.5207828283309937	-5.113628387451172
241	4	H	8.017020225524902	1.484407663345337
242	5	A	5.368569374084473	7.539656639099121
243	4	H	-2.128939628601074	-1.4750138521194458
244	3	H	5.772314071655273	-2.2247800827026367
245	4	H	-2.4785397052764893	1.4636011123657227
246	1	G	-9.355937957763672	0.32112574577331543
247	1	G	-2.2395827770233154	3.2750890254974365
248	2	G	-2.5891339778900146	-3.6325366497039795
249	3	G	1.3162784576416016	0.7367867827415466
250	5	G	-3.461841106414795	1.943359613418579
251	1	H	-8.003499031066895	1.1563818454742432
252	5	H	-6.5442399978637695	0.1706855744123459
253	4	B	-0.5607385039329529	-6.321689605712891
254	4	B	3.6003153324127197	2.699733018875122
255	3	B	-0.047813236713409424	-4.242298603057861
256	1	B	5.11903715133667	-8.628240585327148
257	1	A	10.520033836364746	-10.345417022705078
258	5	A	-2.726165771484375	1.3978934288024902
259	1	C	3.9281880855560303	4.023930549621582
260	1	B	2.486283779144287	-5.316300392150879
261	2	H	6.773515224456787	-2.6866261959075928
262	2	H	6.799139499664307	3.6213531494140625
263	1	H	11.532912254333496	0.1887310892343521
264	1	H	-2.4740142822265625	-4.703376293182373
265	3	G	-3.893521785736084	3.5712687969207764
266	4	H	-1.043941617012024	2.431488275527954
267	2	G	6.152168273925781	-0.25766322016716003
268	1	B	-0.5959298610687256	1.8949095010757446
269	5	H	-3.1693811416625977	-0.4170025587081909
270	1	H	-5.022759437561035	-1.3468167781829834
271	2	H	-5.758880615234375	-1.262043833732605
272	5	G	-9.806635856628418	2.8201069831848145
273	5	G	-4.616828918457031	5.579397678375244
274	5	F	0.41782844066619873	-2.9662883281707764
275	4	F	4.6390299797058105	-5.723658084869385
276	1	B	-0.32937297224998474	-5.322271823883057
277	3	B	-0.49143141508102417	-3.3977935314178467
278	3	B	-0.6948419213294983	-7.798305511474609
279	3	G	-1.0381200313568115	-8.017997741699219
280	1	G	1.421116590499878	-6.603206157684326
281	1	G	3.0730161666870117	-3.078202724456787
282	1	B	3.8832223415374756	-1.727856993675232
283	1	H	6.54237174987793	-0.08740502595901489
284	5	C	9.623104095458984	1.192684531211853
285	1	H	2.816441774368286	2.7778053283691406
286	3	H	2.132286548614502	-1.2210084199905396
287	2	G	1.4995741844177246	5.230348110198975
288	4	G	-2.2657690048217773	-1.9100064039230347
289	3	G	-1.0141628980636597	-1.5028643608093262
290	5	G	4.451689720153809	0.7747204899787903
291	3	G	-4.964871406555176	-1.0630131959915161
292	2	G	4.742946147918701	-2.7459254264831543
293	2	H	-3.676270008087158	1.706931471824646
294	2	G	1.2419480085372925	-2.3477442264556885
295	2	H	-7.438469886779785	-1.7901462316513062
296	1	G	-8.608327865600586	5.6782612800598145
297	1	G	-5.084226131439209	0.47602421045303345
298	3	H	-6.899258613586426	-1.891867995262146
299	5	G	1.4395853281021118	-4.16887092590332
300	4	E	1.4751960039138794	-7.755885601043701
301	1	D	3.8955421447753906	-9.852188110351562
302	5	F	-1.0009053945541382	-5.613166809082031
303	3	H	-1.6298303604125977	-3.5816125869750977
304	3	H	10.354656219482422	2.538381338119507
305	2	H	2.008035659790039	-8.385619163513184
306	1	H	4.1980085372924805	-7.408742427825928
307	5	G	-0.4686984717845917	-10.340792655944824
308	5	G	-4.149193286895752	3.6419501304626465
309	4	G	-3.256746530532837	-1.5830012559890747
310	4	H	-4.48667573928833	-0.6292093992233276
311	5	G	1.8234208822250366	5.814423561096191
312	5	H	1.70884370803833	-0.23447087407112122
313	5	G	-1.1840509176254272	2.7255499362945557
314	5	H	-4.7509331703186035	1.0651003122329712
315	4	H	-4.505633354187012	2.7706642150878906
316	3	G	1.417173981666565	5.2941155433654785
317	2	H	-7.816704750061035	2.4514477252960205
318	3	A	-1.2048941850662231	2.932650327682495
319	2	G	2.3087821006774902	2.1909520626068115
320	1	F	2.522467851638794	-1.9972364902496338
321	1	B	4.446928024291992	-9.650760650634766
322	2	H	6.142624855041504	1.8873234987258911
323	4	B	6.097501754760742	-4.390016078948975
324	4	A	-3.605524778366089	-1.1861882209777832
325	1	A	6.066040515899658	-4.150872707366943
326	3	C	4.177845001220703	13.653225898742676
327	4	C	1.5253790616989136	10.141924858093262
328	1	C	5.105450630187988	7.796383857727051
329	5	B	-2.907052993774414	-1.0195214748382568
330	3	G	0.2767293453216553	-1.402167558670044
331	2	G	3.8141393661499023	-2.8064820766448975
332	2	H	9.797718048095703	3.424299955368042
333	3	H	6.41368293762207	-5.673590660095215
334	4	G	1.402748942375183	0.4752460718154907
335	4	G	-7.701022148132324	-1.913313627243042
336	5	H	-0.07468392699956894	-6.6572957038879395
337	2	H	-2.026700496673584	2.1679112911224365
338	4	H	-6.433286666870117	-0.47995954751968384
339	3	G	2.078181743621826	1.4711363315582275
340	1	H	-0.4885405898094177	0.16640129685401917
341	3	D	-0.6096691489219666	-2.417407989501953
342	2	G	-3.163461208343506	-2.642970561981201
343	3	G	-7.9017157554626465	2.8652539253234863
344	1	G	-8.06387996673584	3.35003399848938
345	1	G	-6.877175331115723	3.367656707763672
346	5	G	1.5151361227035522	-5.601983547210693
347	4	B	0.4746221899986267	-5.056405067443848
348	3	F	3.6993985176086426	-5.80803918838501
349	4	E	-0.09055036306381226	-1.2086882591247559
350	3	B	1.270753264427185	-2.9142956733703613
351	4	G	-5.214812278747559	-2.2012577056884766
352	1	B	-0.10159961879253387	-7.675563812255859
353	5	H	3.633758068084717	-6.941715240478516
354	3	A	1.6685993671417236	1.5280762910842896
355	2	A	8.673973083496094	10.389906883239746
356	1	B	3.7618861198425293	-1.906731367111206
357	2	A	1.3852119445800781	7.538295745849609
358	1	G	0.5380514860153198	-2.2955234050750732
359	2	H	-1.1232030391693115	-2.8093454837799072
360	3	G	-0.6270219683647156	-0.23212216794490814
361	3	H	6.889475345611572	-4.205375671386719
362	2	G	4.132973670959473	-0.915662407875061
363	5	G	-0.45930910110473633	-2.792220115661621
364	4	H	-5.993498802185059	0.8231493234634399
365	5	H	-9.80590534210205	0.7981293201446533
366	2	H	-3.676842212677002	5.201427936553955
367	3	H	-6.051755428314209	0.09624096006155014
368	2	G	-5.488431930541992	1.7103655338287354
369	3	A	2.7319865226745605	-8.992908477783203
370	2	B	-0.5764358639717102	-5.569687843322754
371	4	F	3.6037585735321045	-7.371304512023926
372	1	B	1.5053735971450806	-4.307994365692139
373	2	G	2.1450767517089844	4.175404071807861
374	4	G	-6.946049213409424	-1.8368252515792847
375	2	H	0.21757999062538147	-4.905594348907471
376	3	H	-2.734625816345215	-0.30574318766593933
377	3	G	-3.077003240585327	-0.4421989917755127
378	5	G	5.186209678649902	4.192897796630859
379	5	H	-1.7301061153411865	1.1986043453216553
380	4	G	-5.335259437561035	0.41041797399520874
381	2	H	-9.607311248779297	-0.4922589659690857
382	1	B	0.43552589416503906	-5.031761646270752
383	3	A	0.7760927677154541	-6.411805152893066
384	2	F	10.351729393005371	-4.984029769897461
385	2	A	2.1715917587280273	-6.1610260009765625
386	4	B	3.490647792816162	-6.030392169952393
387	1	H	4.026125431060791	-7.3113532066345215
388	5	G	-2.2893431186676025	-5.922051429748535
389	5	A	-0.04220050200819969	-4.204547882080078
390	3	G	3.4797868728637695	3.891732692718506
391	4	H	7.359312534332275	1.490037202835083
392	2	G	3.3641767501831055	0.2530140280723572
393	2	H	3.0317304134368896	-2.992685079574585
394	5	H	-1.4718549251556396	-4.7700724601745605
395	5	H	4.479033470153809	-1.0928103923797607
396	5	G	-4.887506008148193	-3.2103488445281982
397	3	H	0.6781517863273621	-4.847727298736572
398	1	H	-5.750919342041016	-1.0650181770324707
399	2	G	2.1004815101623535	1.266830325126648
400	2	G	-2.5573067665100098	-0.25740423798561096
401	4	G	-2.640435218811035	-4.208668231964111
402	5	H	-1.5325454473495483	-2.0278632640838623
403	4	H	-6.071923732757568	2.0026235580444336
404	4	H	-7.937708377838135	-1.2059739828109741
405	1	G	-8.578234672546387	0.8445082902908325
406	4	G	-1.600188136100769	6.070842742919922
407	3	G	-7.083990097045898	2.991119861602783
408	5	G	-1.1972239017486572	-3.5656237602233887
409	4	F	4.461942195892334	-5.191059112548828
410	5	B	4.299191951751709	-5.2799072265625
411	3	F	3.9984889030456543	-7.546008586883545
412	3	B	0.19308723509311676	-6.210285186767578
413	3	B	-2.2558183670043945	-1.845812439918518
414	3	B	0.84688800573349	-11.174125671386719
415	2	B	1.3029019832611084	-7.748208522796631
416	4	H	4.298541069030762	-7.480284214019775
417	4	G	-3.405759334564209	-3.8601629734039307
418	3	A	2.8300633430480957	-4.457174301147461
419	1	H	0.5745259523391724	-1.2662707567214966
420	5	G	3.830310583114624	5.948164463043213
421	2	C	15.67609691619873	24.02455711364746
422	1	H	5.278702735900879	0.8690155744552612
423	3	H	2.350752592086792	-3.327665090560913
424	4	H	-3.6678881645202637	0.7564296126365662
425	1	H	4.15685510635376	3.0377910137176514
426	1	H	-4.500394344329834	3.7058188915252686
427	2	G	-3.4559085369110107	-0.34132567048072815
428	4	G	-5.466476917266846	5.0253424644470215
429	5	H	-5.675254821777344	4.5313897132873535
430	5	H	-2.0152628421783447	-0.08251813054084778
431	5	H	-1.2824726104736328	5.299788475036621
432	1	G	-0.555327296257019	-1.763706088066101
433	3	G	4.486974716186523	-2.774840831756592
434	5	A	2.4410555362701416	6.920134544372559
435	4	G	-6.568729877471924	1.9752815961837769
436	3	G	-4.295513153076172	4.348048210144043
437	5	G	-4.498486042022705	1.0192581415176392
438	5	H	-7.234386444091797	1.551145076751709
439	1	H	-2.2177953720092773	-2.116088390350342
440	5	B	1.6871020793914795	-6.490223407745361
441	5	F	4.9232497215271	-9.518293380737305
442	5	F	2.8783605098724365	-5.074092864990234
443	2	H	0.7011855840682983	-5.538801193237305
444	4	H	8.26377010345459	0.677825391292572
445	2	H	8.418497085571289	2.196681499481201
446	1	C	3.2516868114471436	4.313003063201904
447	3	H	-1.7543309926986694	1.678110957145691
448	1	H	1.3145209550857544	0.5451479554176331
449	4	G	-7.587602138519287	0.34104952216148376
450	1	G	-5.403017520904541	2.591402530670166
451	5	G	3.2072935104370117	-4.143388748168945
452	1	H	-5.725192546844482	-3.6915364265441895
453	1	A	-1.1712543964385986	4.862634181976318
454	4	H	-8.244641304016113	3.381334066390991
455	4	G	-3.7044904232025146	-0.41707268357276917
456	2	G	-7.447765350341797	2.3503315448760986
457	4	A	3.2037222385406494	-7.211937427520752
458	1	A	4.677490234375	-8.284729957580566
459	2	B	1.1144317388534546	-10.387033462524414
460	1	B	4.184332847595215	-7.158358097076416
461	4	B	-0.5549331307411194	-7.8768630027771
462	3	H	7.817562103271484	3.265979766845703
463	2	A	2.668013572692871	3.4283273220062256
464	4	C	5.2561845779418945	13.794526100158691
465	2	H	0.7605431079864502	-3.1383817195892334
466	3	H	2.875379800796509	-7.557415962219238
467	2	H	-3.222141742706299	-3.7542054653167725
468	4	G	-1.1999733448028564	0.6481227278709412
469	3	G	-4.528376579284668	1.0620630979537964
470	2	G	-2.5551352500915527	-0.7901255488395691
471	2	H	-4.334870338439941	2.832714557647705
472	1	G	1.1075489521026611	-7.024537563323975
473	3	G	-6.412975311279297	0.17585249245166779
474	4	G	-2.77803635597229	-0.6743625402450562
475	5	G	-5.93984842300415	1.2741045951843262
476	4	F	-1.5353038311004639	-5.512908458709717
477	5	E	1.4283794164657593	0.008726147934794426
478	4	B	4.4671807289123535	-2.8785581588745117
479	1	B	-0.07711589336395264	-4.349335670471191
480	3	F	4.549557209014893	-5.676855564117432
481	4	B	-1.6026960611343384	-5.987265586853027
482	4	B	-0.5040092468261719	-3.344359874725342
483	4	C	8.383757591247559	2.96439528465271
484	2	A	3.260578155517578	8.916699409484863
485	3	B	6.056377410888672	0.05547352880239487
486	5	A	6.844881057739258	-1.166251301765442
487	2	C	4.166564464569092	6.15505313873291
488	1	C	2.483473539352417	2.09318470954895
489	3	G	3.483198642730713	1.438297152519226
490	2	H	-1.647156834602356	-4.052209854125977
491	3	G	3.9711990356445312	3.083200216293335
492	5	G	-5.049812316894531	4.82538366317749
493	3	H	-2.825673818588257	-4.167423725128174
494	5	G	-2.6514978408813477	5.094752788543701
495	5	G	-7.58300256729126	3.8782217502593994
496	2	B	-0.01859021745622158	-9.416632652282715
497	1	B	3.125347137451172	-4.781030178070068
498	2	F	4.421176910400391	-6.554111480712891
499	3	H	3.9066038131713867	-6.4325714111328125
500	4	B	3.6765553951263428	-8.765549659729004
501	5	A	5.968649864196777	4.839029312133789
502	2	A	6.157726287841797	16.78097915649414
503	3	C	0.9716809391975403	9.365010261535645
504	4	H	-1.5749961137771606	-0.3585578203201294
505	2	H	-1.4411115646362305	2.1310439109802246
506	2	H	-5.315730094909668	-1.8949793577194214
507	5	G	3.049072265625	2.648103713989258
508	4	G	-4.306854248046875	0.6979020237922668
509	4	H	-10.814882278442383	2.420949697494507
510	1	H	-4.750161170959473	1.9499977827072144
511	5	H	-3.374394178390503	-1.2038538455963135
512	1	F	8.14250373840332	-6.405329704284668
513	1	F	3.8596277236938477	-4.058140277862549
514	4	A	-3.1529977321624756	9.332613945007324
515	4	A	7.794643878936768	7.8774824142456055
516	5	B	6.680962085723877	-2.63694167137146
517	1	H	4.207009315490723	5.5296430587768555
518	5	G	5.652798652648926	4.889243125915527
519	2	H	4.996180534362793	3.26814341545105
520	1	G	1.3522326946258545	1.2675246000289917
521	1	G	5.279965877532959	2.5480830669403076
522	4	G	-2.2324447631835938	-3.2518680095672607
523	4	H	-6.851932048797607	4.176586627960205
524	2	G	0.5102671384811401	-0.19927839934825897
525	3	G	-1.1784261465072632	2.363525867462158
526	5	H	-6.239174842834473	3.2591559886932373
527	1	G	1.5658150911331177	-3.5061888694763184
528	4	G	-6.995832920074463	6.202569961547852
529	1	H	-4.868370532989502	-3.6338741779327393
530	5	G	-7.578166961669922	4.571720600128174
531	1	B	1.7115845680236816	-6.209256172180176
532	4	A	3.797787666320801	2.479732036590576
533	5	H	9.762042045593262	2.0153825283050537
534	5	C	17.599828720092773	13.675871849060059
535	2	A	3.2787230014801025	6.409053325653076
536	1	B	6.394662380218506	-5.991610050201416
537	3	B	4.647402763366699	-5.278141021728516
538	2	G	-0.14668627083301544	2.0994462966918945
539	5	G	-4.227057456970215	-1.50346040725708
540	4	G	-0.0650537759065628	0.7924646139144897
541	4	H	-1.503557801246643	1.193444013595581
542	3	H	-0.008346837013959885	3.57662296295166
543	5	G	3.8329992294311523	1.5165915489196777
544	4	H	-7.892544269561768	1.3374007940292358
545	4	G	-9.07088565826416	0.811273455619812
546	1	G	-5.639164447784424	5.435595512390137
547	4	G	-5.04615592956543	-2.829256296157837
548	4	G	-4.686672687530518	-0.4488348960876465
549	1	G	-6.384228706359863	3.0903379917144775
550	4	G	-4.438699245452881	2.63140869140625
551	3	B	-0.13175499439239502	-4.100923538208008
552	1	F	2.877204179763794	-7.921603202819824
553	3	A	1.7857625484466553	-5.836533069610596
554	3	A	4.787268161773682	0.6578143835067749
555	5	H	16.537689208984375	1.9930623769760132
556	4	G	5.343341827392578	5.61012077331543
557	2	H	-0.02822185680270195	-3.719636917114258
558	1	G	-2.421618938446045	4.297243595123291
559	5	G	-7.425002574920654	1.0138161182403564
560	4	G	-0.662146806716919	-4.431248664855957
561	1	A	0.24458546936511993	-6.939391136169434
562	2	B	-0.35513636469841003	-5.07985258102417
563	1	F	7.57826566696167	-4.403669357299805
564	5	C	5.057121276855469	-3.9999051094055176
565	1	B	4.24837064743042	-6.116090774536133
566	1	G	2.5185320377349854	-2.5145175457000732
567	4	B	5.140748977661133	-6.0415778160095215
568	4	A	6.182384490966797	-5.531241416931152
569	5	A	3.198546886444092	-0.5099274516105652
570	1	A	-1.2492456436157227	0.7507959008216858
571	2	G	12.758655548095703	6.647570610046387
572	3	C	5.844226837158203	8.557161331176758
573	5	C	5.348395824432373	12.824813842773438
574	3	C	4.398843765258789	3.5606632232666016
575	2	G	3.1966474056243896	3.1619973182678223
576	5	G	-3.5005152225494385	-0.5701558589935303
577	1	H	-6.247944355010986	1.7009330987930298
578	2	G	1.1606451272964478	0.6654366254806519
579	5	H	2.8587472438812256	-4.179706573486328
580	4	G	-3.0370047092437744	0.24815931916236877
581	1	H	-9.760808944702148	0.6344974040985107
582	2	G	5.413994312286377	-0.6088896989822388
583	3	H	-4.529760837554932	0.8740792274475098
