ids	clustering_labels	gold_labels	PC1	PC2
79	5	A	0.9380778670310974	-2.789518117904663
80	2	A	8.746284484863281	-2.9482057094573975
81	2	A	4.166586399078369	-1.8889148235321045
82	2	H	7.392263889312744	5.931329727172852
83	2	D	1.5004189014434814	-0.8563677668571472
84	2	B	9.592926979064941	5.225402355194092
85	2	H	4.133489608764648	0.2703290283679962
86	4	C	8.039070129394531	6.888613700866699
87	3	H	4.13941764831543	-3.211310863494873
88	2	G	3.438429355621338	3.995518684387207
89	5	H	-0.8858612775802612	-1.8754764795303345
90	4	G	-5.600984573364258	3.5931460857391357
91	4	G	-4.981401443481445	3.2736899852752686
92	2	G	0.8921900391578674	-0.5012118220329285
93	5	G	2.5316812992095947	-4.546454906463623
94	2	G	-0.7042660713195801	2.0353031158447266
95	1	H	-9.458476066589355	3.344418525695801
96	3	G	-2.782757520675659	0.3077125549316406
97	2	G	1.2027860879898071	1.0940881967544556
98	1	G	-6.905837535858154	0.2621324956417084
99	3	G	-5.634100914001465	-1.9500218629837036
100	3	A	1.9796576499938965	-4.869145393371582
101	5	A	1.0189499855041504	-5.942546844482422
102	4	B	0.28983253240585327	-6.8174052238464355
103	2	H	5.325256824493408	-0.14446626603603363
104	2	H	7.9209303855896	-1.0913400650024414
105	2	H	7.641912937164307	0.11828701198101044
106	5	G	1.7621402740478516	-2.15455961227417
107	5	H	-2.020846366882324	-1.0985422134399414
108	5	H	-1.8151330947875977	1.4593970775604248
109	5	H	6.021976470947266	-5.226223468780518
110	4	H	-1.406095027923584	4.904660701751709
111	3	G	-1.182044506072998	-1.0127918720245361
112	4	H	-0.8224893808364868	2.4907586574554443
113	3	H	-5.737136363983154	0.9769080877304077
114	3	H	-4.1496453285217285	-0.21133139729499817
115	1	H	-8.116686820983887	-1.3463175296783447
116	4	H	-3.3548619747161865	3.4813506603240967
117	4	H	-3.055624008178711	5.947725772857666
118	3	G	-5.557979106903076	1.7310584783554077
119	5	G	3.001054286956787	-3.725785970687866
120	5	G	0.5551343560218811	1.5409390926361084
121	1	G	-6.598575592041016	-0.5061188340187073
122	3	G	-3.64084529876709	0.6806804537773132
123	1	F	1.969521164894104	-4.190208435058594
124	2	F	6.264629364013672	-4.5325493812561035
125	5	C	5.702882289886475	3.613889217376709
126	4	B	-0.6788050532341003	-1.9888155460357666
127	5	H	7.559854507446289	-3.0452773571014404
128	3	B	-2.6375951766967773	-2.868194818496704
129	4	C	6.556398868560791	9.166878700256348
130	2	G	6.823989391326904	6.909219264984131
131	3	H	3.682990074157715	-1.7914477586746216
132	2	H	5.467857360839844	-1.2617769241333008
133	2	H	9.586526870727539	1.5859266519546509
134	2	F	8.69972038269043	-0.9281648993492126
135	3	G	-2.3063766956329346	-3.314427375793457
136	2	G	9.857621192932129	3.230226993560791
137	2	G	5.122019290924072	0.1705678552389145
138	2	G	3.9160783290863037	-0.5738868713378906
139	5	G	2.695505380630493	-1.365665078163147
140	1	H	-8.786698341369629	1.3613862991333008
141	2	G	5.716765880584717	1.4537899494171143
142	1	G	-8.232239723205566	-1.4702067375183105
143	3	G	-2.955522060394287	-1.2743194103240967
144	5	E	3.0063767433166504	-7.7794318199157715
145	3	F	-1.149957537651062	-3.9949429035186768
146	2	B	2.3149378299713135	-7.051138877868652
147	2	A	3.3253378868103027	-2.618309259414673
148	2	A	10.990801811218262	-0.33539077639579773
149	2	B	4.9646430015563965	1.8071210384368896
150	4	A	3.160539150238037	9.107100486755371
151	4	A	5.736827850341797	11.424678802490234
152	3	G	-1.6213194131851196	-0.7603937983512878
153	2	H	12.616354942321777	-1.7597609758377075
154	5	G	-2.1514761447906494	0.678743302822113
155	4	H	-6.444212436676025	2.1991846561431885
156	3	H	-4.724123001098633	1.014814019203186
157	2	G	-0.15990181267261505	3.2476930618286133
158	5	H	1.438856601715088	-0.5459702014923096
159	3	A	-1.07893705368042	-2.12882137298584
160	5	F	3.445103883743286	-4.766360759735107
161	1	B	-1.1632137298583984	-4.310978412628174
162	4	H	-4.6993088722229	3.9226667881011963
163	3	G	-4.127482891082764	-4.087312698364258
164	5	C	5.54782247543335	1.1974412202835083
165	3	E	1.6280410289764404	-7.7476983070373535
166	5	C	6.2110114097595215	6.779841899871826
167	2	H	10.017616271972656	-3.2888541221618652
168	3	H	-0.5485267043113708	-4.97674560546875
169	2	G	5.743626594543457	2.800539255142212
170	1	H	-7.670684814453125	-2.169391632080078
171	3	G	1.941061019897461	-8.87153434753418
172	4	H	-4.050572872161865	3.5334255695343018
173	5	G	1.0742274522781372	-5.4036760330200195
174	1	H	-10.19858455657959	2.022017240524292
175	3	H	-6.383249759674072	-1.4268289804458618
176	1	G	-7.127717971801758	1.246142864227295
177	4	F	3.6567556858062744	-2.126948118209839
178	3	A	1.1090340614318848	-7.538759708404541
179	3	B	1.2426261901855469	-11.095832824707031
180	5	A	4.014616012573242	2.97685170173645
181	2	G	8.81308364868164	-0.13266852498054504
182	2	A	5.882167816162109	1.160200595855713
183	2	H	6.301187992095947	2.778066873550415
184	2	H	5.7637038230896	-1.4154326915740967
185	2	C	9.477452278137207	3.6352059841156006
186	3	G	-0.10193422436714172	-5.766692638397217
187	5	H	1.0721492767333984	-2.6718406677246094
188	2	H	13.073044776916504	2.825218915939331
189	3	H	1.3375123739242554	-0.9048272371292114
190	5	G	0.24675272405147552	-0.6650416254997253
191	3	H	-4.7506303787231445	0.3442539572715759
192	1	H	-7.800845146179199	0.4293511211872101
193	2	G	11.8234281539917	4.633919715881348
194	2	G	1.8358972072601318	6.274608135223389
195	3	G	-5.2253947257995605	-0.6067951321601868
196	4	H	-4.838228702545166	5.050900936126709
197	1	H	-9.356996536254883	0.8745035529136658
198	1	H	-6.333431243896484	0.4643717110157013
199	1	H	-7.264229774475098	3.938272714614868
200	3	A	2.2865707874298096	-8.419829368591309
201	2	G	5.4238505363464355	1.6042218208312988
202	5	B	3.143556833267212	-6.666667938232422
203	3	A	-0.06869884580373764	-3.131178855895996
204	2	A	17.145254135131836	11.008440971374512
205	3	H	1.3660557270050049	-7.180329322814941
206	5	B	1.1902576684951782	-8.703963279724121
207	5	B	1.167030692100525	-9.936403274536133
208	2	A	2.676835536956787	-0.6857158541679382
209	5	H	1.8766496181488037	-9.424215316772461
210	5	H	3.3057548999786377	-7.648428440093994
211	5	A	5.623217582702637	-4.126047611236572
212	1	A	2.1129209995269775	-2.4034218788146973
213	5	H	4.073741912841797	-1.8950614929199219
214	3	H	-3.083159923553467	-1.2977906465530396
215	4	H	-3.359605550765991	2.778061628341675
216	4	H	-6.387118816375732	1.1840802431106567
217	4	H	-3.5411603450775146	0.48836272954940796
218	1	G	-7.126930236816406	1.184654951095581
219	3	H	-5.667346954345703	0.09913934767246246
220	4	H	-2.907541275024414	4.062225341796875
221	1	G	-7.635367393493652	5.169750213623047
222	1	F	3.0441036224365234	-4.006587505340576
223	5	D	5.006562232971191	-3.842111825942993
224	4	F	3.973721742630005	-6.0058183670043945
225	1	F	1.7172497510910034	-3.681109666824341
226	5	A	5.1997785568237305	0.8903493285179138
227	2	A	11.370097160339355	9.166905403137207
228	2	B	6.158612251281738	-3.4039857387542725
229	2	C	7.267620086669922	3.708245038986206
230	1	B	-6.2021484375	1.646294116973877
231	3	H	-5.302246570587158	1.2783644199371338
232	4	H	-5.442177772521973	2.85231876373291
233	4	H	-3.50394606590271	2.3592424392700195
234	4	H	-5.730987071990967	2.560209274291992
235	4	A	1.3930838108062744	3.716172695159912
236	3	G	-3.599301338195801	1.8005033731460571
237	1	G	-7.547513961791992	2.1614840030670166
238	5	G	-5.428490161895752	2.0571670532226562
239	3	H	-0.28183916211128235	-1.7711927890777588
240	5	G	1.520782709121704	-5.113639831542969
241	2	H	8.017020225524902	1.484393835067749
242	4	A	5.368568420410156	7.539672374725342
243	3	H	-2.1289377212524414	-1.4750151634216309
244	5	H	5.772314548492432	-2.2247891426086426
245	5	H	-2.478538990020752	1.4635545015335083
246	1	G	-9.355935096740723	0.3211210370063782
247	2	G	-2.2395834922790527	3.2750754356384277
248	5	G	-2.5891339778900146	-3.6325559616088867
249	2	G	1.3162790536880493	0.7367679476737976
250	4	G	-3.461840867996216	1.9433656930923462
251	1	H	-8.003501892089844	1.1563448905944824
252	1	H	-6.544239521026611	0.1706831157207489
253	1	B	-0.5607378482818604	-6.321682929992676
254	2	B	3.6003167629241943	2.6996946334838867
255	3	B	-0.047812461853027344	-4.2422895431518555
256	2	B	5.119040012359619	-8.628222465515137
257	5	A	10.520033836364746	-10.345398902893066
258	1	A	-2.7261645793914795	1.3978846073150635
259	5	C	3.928187847137451	4.023924827575684
260	2	B	2.4862842559814453	-5.316290378570557
261	5	H	6.773515701293945	-2.68662691116333
262	2	H	6.799139976501465	3.6213197708129883
263	2	H	11.532914161682129	0.1886952519416809
264	3	H	-2.4740145206451416	-4.703392505645752
265	4	G	-3.8935186862945557	3.5712766647338867
266	4	H	-1.0439412593841553	2.4314727783203125
267	2	G	6.152166843414307	-0.25765758752822876
268	4	B	-0.5959311127662659	1.8948830366134644
269	3	H	-3.1693809032440186	-0.4169881045818329
270	3	H	-5.022759437561035	-1.3468265533447266
271	3	H	-5.758879661560059	-1.2620471715927124
272	1	G	-9.806634902954102	2.8201024532318115
273	4	G	-4.616827487945557	5.5793914794921875
274	1	F	0.41782984137535095	-2.9662861824035645
275	4	F	4.639033794403076	-5.723653316497803
276	3	B	-0.32937324047088623	-5.322259902954102
277	3	B	-0.4914306104183197	-3.397768020629883
278	1	B	-0.6948413252830505	-7.798297882080078
279	3	G	-1.038118839263916	-8.017996788024902
280	5	G	1.4211169481277466	-6.603200912475586
281	5	G	3.0730152130126953	-3.07822847366333
282	2	B	3.8832225799560547	-1.7278555631637573
283	2	H	6.54237174987793	-0.08741714060306549
284	2	C	9.623106956481934	1.1926857233047485
285	2	H	2.8164398670196533	2.777785539627075
286	5	H	2.132286310195923	-1.2210156917572021
287	2	G	1.499571681022644	5.230287551879883
288	3	G	-2.2657675743103027	-1.910006046295166
289	3	G	-1.0141630172729492	-1.5028512477874756
290	2	G	4.451687812805176	0.7746955156326294
291	3	G	-4.964870929718018	-1.06302011013031
292	5	G	4.742944240570068	-2.7459537982940674
293	4	H	-3.676269769668579	1.7069185972213745
294	2	G	1.241947889328003	-2.3477654457092285
295	1	H	-7.438469409942627	-1.7901414632797241
296	1	G	-8.60832691192627	5.678257465362549
297	3	G	-5.084224224090576	0.47601816058158875
298	3	H	-6.899255752563477	-1.8918570280075073
299	5	G	1.4395850896835327	-4.168859481811523
300	1	E	1.4751962423324585	-7.755871772766113
301	5	D	3.8955419063568115	-9.852173805236816
302	3	F	-1.0009040832519531	-5.613153457641602
303	3	H	-1.629830241203308	-3.5816073417663574
304	2	H	10.354660034179688	2.5383706092834473
305	5	H	2.0080337524414062	-8.385635375976562
306	5	H	4.198007583618164	-7.408741474151611
307	5	G	-0.4686985909938812	-10.340801239013672
308	4	G	-4.149192810058594	3.641940116882324
309	3	G	-3.256746292114258	-1.5829827785491943
310	3	H	-4.486675262451172	-0.6292114853858948
311	2	G	1.8234204053878784	5.814395427703857
312	5	H	1.7088439464569092	-0.23449312150478363
313	2	G	-1.1840494871139526	2.7255351543426514
314	4	H	-4.7509331703186035	1.0650936365127563
315	4	H	-4.50563383102417	2.770650625228882
316	4	G	1.4171748161315918	5.29410982131958
317	1	H	-7.816706657409668	2.4514238834381104
318	1	A	-1.2048922777175903	2.932633876800537
319	5	G	2.308781862258911	2.1909372806549072
320	4	F	2.5224692821502686	-1.9972423315048218
321	5	B	4.446928977966309	-9.650755882263184
322	2	H	6.14262580871582	1.8873149156570435
323	2	B	6.097499370574951	-4.390003204345703
324	3	A	-3.605523109436035	-1.18616783618927
325	5	A	6.066040992736816	-4.150869369506836
326	4	C	4.177844047546387	13.653250694274902
327	1	C	1.525377869606018	10.141950607299805
328	5	C	5.105447769165039	7.796401023864746
329	1	B	-2.907052516937256	-1.0194990634918213
330	3	G	0.2767294943332672	-1.4021615982055664
331	2	G	3.814138412475586	-2.8064794540405273
332	2	H	9.797720909118652	3.424267053604126
333	5	H	6.413682460784912	-5.673616886138916
334	2	G	1.4027496576309204	0.4752424955368042
335	1	G	-7.701018810272217	-1.9133471250534058
336	5	H	-0.0746854618191719	-6.65731143951416
337	4	H	-2.0267014503479004	2.1678922176361084
338	3	H	-6.433287143707275	-0.4799497127532959
339	2	G	2.078181266784668	1.4711191654205322
340	5	H	-0.48854079842567444	0.16636288166046143
341	3	D	-0.6096693873405457	-2.4173882007598877
342	3	G	-3.163461446762085	-2.6429443359375
343	1	G	-7.90172004699707	2.8652632236480713
344	1	G	-8.063876152038574	3.350013494491577
345	1	G	-6.8771772384643555	3.3676598072052
346	5	G	1.515135407447815	-5.601968288421631
347	3	B	0.47462332248687744	-5.056389808654785
348	1	F	3.6994001865386963	-5.808028697967529
349	4	E	-0.09054985642433167	-1.2086682319641113
350	1	B	1.270754098892212	-2.9142866134643555
351	3	G	-5.2148118019104	-2.2012293338775635
352	5	B	-0.10160023719072342	-7.675553321838379
353	5	H	3.6337578296661377	-6.941723346710205
354	1	A	1.6685993671417236	1.5280767679214478
355	4	A	8.673971176147461	10.389909744262695
356	4	B	3.761885404586792	-1.9067177772521973
357	4	A	1.3852123022079468	7.538321018218994
358	3	G	0.5380510687828064	-2.2955162525177
359	3	H	-1.1232024431228638	-2.8093507289886475
360	5	G	-0.6270236372947693	-0.23212629556655884
361	5	H	6.8894782066345215	-4.205389976501465
362	5	G	4.132972717285156	-0.9156738519668579
363	5	G	-0.45930835604667664	-2.7922422885894775
364	1	H	-5.9934983253479	0.8231586217880249
365	1	H	-9.805903434753418	0.7981224656105042
366	4	H	-3.6768431663513184	5.201411724090576
367	1	H	-6.051754951477051	0.0962601825594902
368	4	G	-5.488430023193359	1.7103410959243774
369	5	A	2.7319843769073486	-8.992894172668457
370	3	B	-0.5764355659484863	-5.569665908813477
371	5	F	3.6037609577178955	-7.371309757232666
372	4	B	1.505375623703003	-4.307994842529297
373	2	G	2.1450767517089844	4.175389766693115
374	1	G	-6.946047306060791	-1.8368115425109863
375	5	H	0.21757832169532776	-4.905609607696533
376	3	H	-2.7346248626708984	-0.305745005607605
377	3	G	-3.077003002166748	-0.44221869111061096
378	2	G	5.186206817626953	4.192868232727051
379	4	H	-1.7301057577133179	1.198590636253357
380	3	G	-5.335259914398193	0.4104185998439789
381	1	H	-9.607309341430664	-0.4922536313533783
382	3	B	0.43552619218826294	-5.03173303604126
383	3	A	0.7760923504829407	-6.411777973175049
384	2	F	10.351729393005371	-4.984023094177246
385	3	A	2.1715922355651855	-6.1610002517700195
386	4	B	3.490649938583374	-6.030365943908691
387	5	H	4.026124954223633	-7.311334609985352
388	3	G	-2.289341688156128	-5.922040939331055
389	1	A	-0.042199939489364624	-4.2045416831970215
390	2	G	3.4797868728637695	3.891740083694458
391	2	H	7.359312057495117	1.4900169372558594
392	2	G	3.364177703857422	0.2529982626438141
393	5	H	3.031729221343994	-2.9926891326904297
394	3	H	-1.4718542098999023	-4.770068168640137
395	3	H	4.479032039642334	-1.0928044319152832
396	5	G	-4.887505054473877	-3.2103588581085205
397	3	H	0.6781536936759949	-4.84772253036499
398	1	H	-5.750920295715332	-1.0650198459625244
399	2	G	2.1004812717437744	1.2668172121047974
400	5	G	-2.557307004928589	-0.25741294026374817
401	3	G	-2.640436887741089	-4.208667278289795
402	3	H	-1.5325456857681274	-2.027873992919922
403	4	H	-6.071924209594727	2.0026211738586426
404	1	H	-7.937710285186768	-1.2059695720672607
405	1	G	-8.578237533569336	0.8445204496383667
406	4	G	-1.6001886129379272	6.070813179016113
407	1	G	-7.083990097045898	2.991123676300049
408	5	G	-1.1972243785858154	-3.565629720687866
409	5	F	4.461943626403809	-5.19106912612915
410	5	B	4.299195289611816	-5.279906749725342
411	5	F	3.9984874725341797	-7.54602575302124
412	3	B	0.19308608770370483	-6.210270881652832
413	1	B	-2.2558183670043945	-1.8458049297332764
414	3	B	0.8468872904777527	-11.17409610748291
415	5	B	1.3028991222381592	-7.74821662902832
416	5	H	4.298541069030762	-7.480276584625244
417	3	G	-3.4057581424713135	-3.8601489067077637
418	5	A	2.8300633430480957	-4.457157611846924
419	5	H	0.5745261311531067	-1.2662726640701294
420	2	G	3.830312728881836	5.948153018951416
421	2	C	15.676093101501465	24.024564743041992
422	2	H	5.2787065505981445	0.8690182566642761
423	5	H	2.350752115249634	-3.3276641368865967
424	5	H	-3.667888879776001	0.756385087966919
425	2	H	4.156853675842285	3.0377755165100098
426	4	H	-4.500394821166992	3.705815315246582
427	5	G	-3.4559104442596436	-0.3413361608982086
428	2	G	-5.466476917266846	5.025282859802246
429	4	H	-5.675254821777344	4.531364440917969
430	5	H	-2.0152628421783447	-0.08254093676805496
431	4	H	-1.2824742794036865	5.299762725830078
432	3	G	-0.5553274750709534	-1.7637007236480713
433	5	G	4.48697566986084	-2.77484393119812
434	4	A	2.441056728363037	6.920119762420654
435	3	G	-6.568729877471924	1.9752904176712036
436	4	G	-4.295511722564697	4.348049640655518
437	5	G	-4.498488903045654	1.0192331075668335
438	1	H	-7.234386444091797	1.5511043071746826
439	3	H	-2.2177958488464355	-2.116086006164551
440	5	B	1.68710196018219	-6.490211486816406
441	5	F	4.923253059387207	-9.518285751342773
442	1	F	2.8783624172210693	-5.074087619781494
443	3	H	0.7011858820915222	-5.538784027099609
444	2	H	8.26377010345459	0.6778101921081543
445	2	H	8.418497085571289	2.1966629028320312
446	3	C	3.2516870498657227	4.313023567199707
447	4	H	-1.7543326616287231	1.678085446357727
448	5	H	1.3145228624343872	0.5451084971427917
449	1	G	-7.587602138519287	0.34105369448661804
450	4	G	-5.403017997741699	2.5914201736450195
451	5	G	3.2072935104370117	-4.143403053283691
452	3	H	-5.725189685821533	-3.6915202140808105
453	1	A	-1.1712538003921509	4.8626179695129395
454	1	H	-8.244646072387695	3.3813295364379883
455	3	G	-3.704491376876831	-0.41704490780830383
456	1	G	-7.447760581970215	2.350334882736206
457	3	A	3.2037222385406494	-7.211925983428955
458	5	A	4.677488327026367	-8.284729957580566
459	3	B	1.11443293094635	-10.387015342712402
460	5	B	4.18433141708374	-7.15835428237915
461	3	B	-0.554931104183197	-7.876858711242676
462	2	H	7.817562580108643	3.2659800052642822
463	4	A	2.6680147647857666	3.4283554553985596
464	4	C	5.256182670593262	13.794562339782715
465	3	H	0.760543167591095	-3.138368606567383
466	3	H	2.8753814697265625	-7.5574116706848145
467	3	H	-3.222140073776245	-3.7542269229888916
468	5	G	-1.1999746561050415	0.6480950713157654
469	4	G	-4.528374195098877	1.0620489120483398
470	3	G	-2.5551347732543945	-0.7901224493980408
471	4	H	-4.334870338439941	2.8326942920684814
472	5	G	1.1075495481491089	-7.024539470672607
473	1	G	-6.412976264953613	0.17586876451969147
474	3	G	-2.778036117553711	-0.6743717789649963
475	1	G	-5.939849853515625	1.274109125137329
476	3	F	-1.5353032350540161	-5.512885093688965
477	4	E	1.428378939628601	0.008721060119569302
478	4	B	4.467182636260986	-2.8785483837127686
479	3	B	-0.0771162360906601	-4.3493242263793945
480	2	F	4.549558639526367	-5.676854133605957
481	3	B	-1.6026968955993652	-5.987246036529541
482	4	B	-0.504010021686554	-3.344350814819336
483	2	C	8.383760452270508	2.9643728733062744
484	4	A	3.260577440261841	8.916727066040039
485	2	B	6.056378364562988	0.055489107966423035
486	2	A	6.844882011413574	-1.1662434339523315
487	5	C	4.166562080383301	6.155065059661865
488	5	C	2.4834742546081543	2.093201160430908
489	2	G	3.48319935798645	1.4382567405700684
490	3	H	-1.6471576690673828	-4.052209377288818
491	2	G	3.971198081970215	3.0832011699676514
492	4	G	-5.049809455871582	4.8253703117370605
493	3	H	-2.8256733417510986	-4.167438983917236
494	4	G	-2.651498317718506	5.094757080078125
495	1	G	-7.583002090454102	3.878225803375244
496	3	B	-0.018590351566672325	-9.416614532470703
497	2	B	3.125347852706909	-4.781023979187012
498	2	F	4.421177864074707	-6.554113388061523
499	5	H	3.906604051589966	-6.432563304901123
500	5	B	3.6765575408935547	-8.765542030334473
501	4	A	5.9686479568481445	4.839060306549072
502	4	A	6.1577229499816895	16.781003952026367
503	1	C	0.971680223941803	9.36503791809082
504	5	H	-1.574995756149292	-0.358568012714386
505	4	H	-1.4411104917526245	2.1310291290283203
506	5	H	-5.315731525421143	-1.89500093460083
507	2	G	3.049072265625	2.6480631828308105
508	5	G	-4.306855201721191	0.697875440120697
509	1	H	-10.81488037109375	2.4209094047546387
510	4	H	-4.750160217285156	1.9499858617782593
511	3	H	-3.374394178390503	-1.2038726806640625
512	2	F	8.14250373840332	-6.405322551727295
513	4	F	3.859628677368164	-4.058126926422119
514	4	A	-3.1529994010925293	9.332615852355957
515	2	A	7.794641017913818	7.877490520477295
516	2	B	6.680961608886719	-2.6369335651397705
517	4	H	4.207007884979248	5.529638767242432
518	2	G	5.652799129486084	4.889240264892578
519	2	H	4.996179103851318	3.2681307792663574
520	5	G	1.352233648300171	1.267486333847046
521	2	G	5.279963970184326	2.5480809211730957
522	5	G	-2.23244571685791	-3.251873731613159
523	1	H	-6.8519287109375	4.176568984985352
524	5	G	0.5102671384811401	-0.199306458234787
525	5	G	-1.17842698097229	2.3635096549987793
526	1	H	-6.239172458648682	3.259145975112915
527	5	G	1.5658133029937744	-3.5061872005462646
528	1	G	-6.99583101272583	6.202574253082275
529	3	H	-4.868370532989502	-3.6338603496551514
530	1	G	-7.578166484832764	4.571702003479004
531	4	B	1.711584448814392	-6.209245204925537
532	4	A	3.7977888584136963	2.4797394275665283
533	2	H	9.762040138244629	2.0153729915618896
534	2	C	17.59982681274414	13.675886154174805
535	4	A	3.2787187099456787	6.409125328063965
536	5	B	6.394664287567139	-5.991604804992676
537	2	B	4.647401809692383	-5.278127193450928
538	2	G	-0.14668601751327515	2.099426746368408
539	3	G	-4.227056503295898	-1.503474473953247
540	5	G	-0.06505385786294937	0.792432427406311
541	5	H	-1.5035573244094849	1.1934216022491455
542	4	H	-0.008347763679921627	3.5766279697418213
543	2	G	3.833000898361206	1.5165842771530151
544	1	H	-7.89254093170166	1.3373773097991943
545	1	G	-9.070889472961426	0.8112911581993103
546	4	G	-5.639164447784424	5.435612678527832
547	3	G	-5.046154499053955	-2.829237222671509
548	3	G	-4.686669826507568	-0.44883275032043457
549	1	G	-6.384232044219971	3.0903573036193848
550	4	G	-4.438701629638672	2.631420850753784
551	1	B	-0.1317557543516159	-4.1009135246276855
552	2	F	2.877204418182373	-7.921587944030762
553	5	A	1.7857633829116821	-5.836523532867432
554	2	A	4.787269115447998	0.6577876806259155
555	2	H	16.53769302368164	1.993046760559082
556	2	G	5.3433427810668945	5.610124111175537
557	5	H	-0.02822054550051689	-3.7196719646453857
558	4	G	-2.421618938446045	4.297243118286133
559	1	G	-7.425002098083496	1.0138130187988281
560	5	G	-0.6621463298797607	-4.431260108947754
561	3	A	0.24458545446395874	-6.939371109008789
562	3	B	-0.3551349341869354	-5.079838752746582
563	5	F	7.57826566696167	-4.403678894042969
564	5	C	5.057120323181152	-3.999889612197876
565	5	B	4.248371124267578	-6.116097450256348
566	5	G	2.51853346824646	-2.5145087242126465
567	2	B	5.140748023986816	-6.0415544509887695
568	5	A	6.182384967803955	-5.531243324279785
569	2	A	3.1985483169555664	-0.5099264979362488
570	5	A	-1.2492451667785645	0.7507827281951904
571	2	G	12.758654594421387	6.647576332092285
572	4	C	5.844226837158203	8.557185173034668
573	4	C	5.348397731781006	12.824853897094727
574	3	C	4.3988423347473145	3.5606918334960938
575	2	G	3.196645975112915	3.1619873046875
576	3	G	-3.5005154609680176	-0.5701668858528137
577	4	H	-6.247943878173828	1.7009092569351196
578	3	G	1.1606454849243164	0.6654502749443054
579	5	H	2.858748435974121	-4.17971658706665
580	5	G	-3.037003993988037	0.248131662607193
581	1	H	-9.760807037353516	0.6344970464706421
582	2	G	5.41399621963501	-0.60892254114151
583	3	H	-4.529758930206299	0.8740758299827576
